,emotion,year,percentile,size,genre,position,color
0,Achievement striving,1957,0.24844633803266455,0.24844633803266455,Pop,2,#3cb44b
1,Achievement striving,1967,0.1602982537670341,0.1602982537670341,Pop,2,#3cb44b
2,Achievement striving,1977,0.5630111814626766,0.5630111814626766,Pop,2,#3cb44b
3,Achievement striving,1987,0.21869467571735968,0.21869467571735968,Pop,2,#3cb44b
4,Achievement striving,1997,0.5286301393143087,0.5286301393143087,Pop,2,#3cb44b
5,Achievement striving,2007,0.15781005253452912,0.15781005253452912,Pop,2,#3cb44b
6,Achievement striving,2017,0.3365928567336005,0.3365928567336005,Pop,2,#3cb44b
7,Activity level,1957,0.24925336787298386,0.24925336787298386,Pop,3,#ffe119
8,Activity level,1967,0.13988493306783878,0.13988493306783878,Pop,3,#ffe119
9,Activity level,1977,0.3185819690519973,0.3185819690519973,Pop,3,#ffe119
10,Activity level,1987,0.18301247759240075,0.18301247759240075,Pop,3,#ffe119
11,Activity level,1997,0.4697469195518346,0.4697469195518346,Pop,3,#ffe119
12,Activity level,2007,0.16670417053711886,0.16670417053711886,Pop,3,#ffe119
13,Activity level,2017,0.3818737686228462,0.3818737686228462,Pop,3,#ffe119
14,Adventurousness,1957,0.5913539255107934,0.5913539255107934,Pop,1,#e6194b
15,Adventurousness,1967,0.8589890262405988,0.8589890262405988,Pop,1,#e6194b
16,Adventurousness,1977,0.9531831936112504,0.9531831936112504,Pop,1,#e6194b
17,Adventurousness,1987,0.9146220218852537,0.9146220218852537,Pop,1,#e6194b
18,Adventurousness,1997,0.9764609349218634,0.9764609349218634,Pop,1,#e6194b
19,Adventurousness,2007,0.9579363453488228,0.9579363453488228,Pop,1,#e6194b
20,Adventurousness,2017,0.9913568136946952,0.9913568136946952,Pop,1,#e6194b
21,Altruism,1957,0.9693421290773137,0.9693421290773137,Pop,4,#0082c8
22,Altruism,1967,0.1705229673942164,0.1705229673942164,Pop,4,#0082c8
23,Altruism,1977,0.8978553065083718,0.8978553065083718,Pop,4,#0082c8
24,Altruism,1987,0.9292743935632916,0.9292743935632916,Pop,4,#0082c8
25,Altruism,1997,0.9122816638023324,0.9122816638023324,Pop,4,#0082c8
26,Altruism,2007,0.8143346581472011,0.8143346581472011,Pop,4,#0082c8
27,Altruism,2017,0.4353256800384799,0.4353256800384799,Pop,4,#0082c8
28,Artistic interests,1957,0.9972463365476416,0.9972463365476416,Pop,6,#911eb4
29,Artistic interests,1967,0.9955066455776796,0.9955066455776796,Pop,6,#911eb4
30,Artistic interests,1977,0.9975834230035491,0.9975834230035491,Pop,6,#911eb4
31,Artistic interests,1987,0.9487767545442048,0.9487767545442048,Pop,6,#911eb4
32,Artistic interests,1997,0.9800283388571216,0.9800283388571216,Pop,6,#911eb4
33,Artistic interests,2007,0.9476467642715579,0.9476467642715579,Pop,6,#911eb4
34,Artistic interests,2017,0.961649270439447,0.961649270439447,Pop,6,#911eb4
35,Assertiveness,1957,0.18956302841398395,0.18956302841398395,Pop,8,#f032e6
36,Assertiveness,1967,0.07674562862097667,0.07674562862097667,Pop,8,#f032e6
37,Assertiveness,1977,0.1324036168560458,0.1324036168560458,Pop,8,#f032e6
38,Assertiveness,1987,0.5547997614200969,0.5547997614200969,Pop,8,#f032e6
39,Assertiveness,1997,0.3741161970222927,0.3741161970222927,Pop,8,#f032e6
40,Assertiveness,2007,0.32287481989330435,0.32287481989330435,Pop,8,#f032e6
41,Assertiveness,2017,0.5296526330582789,0.5296526330582789,Pop,8,#f032e6
42,Authority-challenging,1957,0.5330575073471633,0.5330575073471633,Pop,26,#A0C1B1
43,Authority-challenging,1967,0.9526972215532306,0.9526972215532306,Pop,26,#A0C1B1
44,Authority-challenging,1977,0.4897300451284832,0.4897300451284832,Pop,26,#A0C1B1
45,Authority-challenging,1987,0.2198796041525624,0.2198796041525624,Pop,26,#A0C1B1
46,Authority-challenging,1997,0.19984831588023225,0.19984831588023225,Pop,26,#A0C1B1
47,Authority-challenging,2007,0.517274038794325,0.517274038794325,Pop,26,#A0C1B1
48,Authority-challenging,2017,0.3404187448752243,0.3404187448752243,Pop,26,#A0C1B1
49,Cautiousness,1957,0.2640133428918545,0.2640133428918545,Pop,7,#46f0f0
50,Cautiousness,1967,0.6254422882548358,0.6254422882548358,Pop,7,#46f0f0
51,Cautiousness,1977,0.8501187840505687,0.8501187840505687,Pop,7,#46f0f0
52,Cautiousness,1987,0.041879300523681606,0.041879300523681606,Pop,7,#46f0f0
53,Cautiousness,1997,0.5072424917658687,0.5072424917658687,Pop,7,#46f0f0
54,Cautiousness,2007,0.19975016890246414,0.19975016890246414,Pop,7,#46f0f0
55,Cautiousness,2017,0.4345922281614575,0.4345922281614575,Pop,7,#46f0f0
56,Cheerfulness,1957,0.8969439138331501,0.8969439138331501,Pop,13,#aa6e28
57,Cheerfulness,1967,0.6824089557875459,0.6824089557875459,Pop,13,#aa6e28
58,Cheerfulness,1977,0.9839023939571078,0.9839023939571078,Pop,13,#aa6e28
59,Cheerfulness,1987,0.9798802056758356,0.9798802056758356,Pop,13,#aa6e28
60,Cheerfulness,1997,0.9823355270349704,0.9823355270349704,Pop,13,#aa6e28
61,Cheerfulness,2007,0.9674454473688264,0.9674454473688264,Pop,13,#aa6e28
62,Cheerfulness,2017,0.9959721474514074,0.9959721474514074,Pop,13,#aa6e28
63,Cooperation,1957,0.7322014529843833,0.7322014529843833,Pop,9,#d2f53c
64,Cooperation,1967,0.4248721443026273,0.4248721443026273,Pop,9,#d2f53c
65,Cooperation,1977,0.9430951745372862,0.9430951745372862,Pop,9,#d2f53c
66,Cooperation,1987,0.3619221843371849,0.3619221843371849,Pop,9,#d2f53c
67,Cooperation,1997,0.7071733535172494,0.7071733535172494,Pop,9,#d2f53c
68,Cooperation,2007,0.5615387487787995,0.5615387487787995,Pop,9,#d2f53c
69,Cooperation,2017,0.4716159114119031,0.4716159114119031,Pop,9,#d2f53c
70,Dutifulness,1957,0.5245369327269174,0.5245369327269174,Pop,12,#e6beff
71,Dutifulness,1967,0.08307825715556805,0.08307825715556805,Pop,12,#e6beff
72,Dutifulness,1977,0.4943003161550295,0.4943003161550295,Pop,12,#e6beff
73,Dutifulness,1987,0.2335000481005754,0.2335000481005754,Pop,12,#e6beff
